judet,totalsomeridincare:,farastudii,invatamantprimar,invatamantgimnazial,invatamantliceal,invatamantposticeal,invatamantprofesional/artesimeserii,invatamantuniversitar,origin,judet.1,numartotalsomeri,numartotalsomerifemei,numartotalsomeribarbati,numartotalsomeridinmediulurban,numarsomerifemeidinmediulurban,numarsomeribarbatidinmediulurban,numartotalsomeridinmediulrural,numarsomerifemeidinmediulrural,numarsomeribarbatidinmediulrural,origin.1,judet.2,numartotalsomeri.1,numartotalsomerifemei.1,numartotalsomeribarbati.1,numarsomeriindemnizati,numarsomerineindemnizati,ratasomajului(%),ratasomajuluifeminina(%),ratasomajuluimasculina(%),origin.2,judet.3,total,sub25ani,2529ani,3039ani,4049ani,5055ani,peste55ani,origin.3,year,month,yearmonth
calarasi,3867,496,1017,1199,631,37,410,77,18-10-educatie,calarasi,3867,1856,2011,891,467,424,2976,1389,1587,18-10-medii,calarasi,3867,1856,2011,515,3352,4.25,4.36,4.15,18-10-rata,calarasi,3867,478,175,789,1015,605,805,18-10-varsta,2018,10,201810
caras,3573,511,379,770,1126,69,487,231,18-10-educatie,caras,3573,1617,1956,1486,717,769,2087,900,1187,18-10-medii,caras,3573,1617,1956,1309,2264,3.27,3.31,3.23,18-10-rata,caras,3573,481,205,581,1004,646,656,18-10-varsta,2018,10,201810
cluj,4838,887,742,1097,880,101,675,456,18-10-educatie,cluj,4838,2456,2382,2122,1281,841,2716,1175,1541,18-10-medii,cluj,4838,2456,2382,1257,3581,1.32,1.53,1.16,18-10-rata,cluj,4838,617,296,927,1267,856,875,18-10-varsta,2018,10,201810
constanta,6758,989,922,1932,1609,62,825,419,18-10-educatie,constanta,6758,3969,2789,3527,2343,1184,3231,1626,1605,18-10-medii,constanta,6758,3969,2789,2705,4053,2.3,3.16,1.66,18-10-rata,constanta,6758,601,279,1216,1883,1307,1472,18-10-varsta,2018,10,201810
covasna,2999,554,1082,535,451,30,280,67,18-10-educatie,covasna,2999,1382,1617,907,432,475,2092,950,1142,18-10-medii,covasna,2999,1382,1617,490,2509,3.49,3.48,3.49,18-10-rata,covasna,2999,794,187,578,684,325,431,18-10-varsta,2018,10,201810
dambovita,8857,1000,1798,2346,2260,84,1112,257,18-10-educatie,dambovita,8857,4155,4702,1379,725,654,7478,3430,4048,18-10-medii,dambovita,8857,4155,4702,1113,7744,4.63,5.19,4.22,18-10-rata,dambovita,8857,2055,427,1303,2013,1379,1680,18-10-varsta,2018,10,201810
dolj,19753,895,6589,5559,4050,126,2071,463,18-10-educatie,dolj,19753,8159,11594,2926,1517,1409,16827,6642,10185,18-10-medii,dolj,19753,8159,11594,2212,17541,7.43,6.89,7.87,18-10-rata,dolj,19753,2013,1115,3683,5785,3393,3764,18-10-varsta,2018,10,201810
galati,12799,1486,2397,4821,2122,75,1546,352,18-10-educatie,galati,12799,5683,7116,2689,1527,1162,10110,4156,5954,18-10-medii,galati,12799,5683,7116,1323,11476,6.66,6.62,6.69,18-10-rata,galati,12799,2192,427,1813,3642,1830,2895,18-10-varsta,2018,10,201810
giurgiu,2107,339,375,603,535,31,160,64,18-10-educatie,giurgiu,2107,1123,984,544,327,217,1563,796,767,18-10-medii,giurgiu,2107,1123,984,436,1671,2.57,3.0,2.21,18-10-rata,giurgiu,2107,402,83,275,489,386,472,18-10-varsta,2018,10,201810
gorj,5949,455,361,1733,1668,169,1183,380,18-10-educatie,gorj,5949,2718,3231,1877,1003,874,4072,1715,2357,18-10-medii,gorj,5949,2718,3231,1940,4009,4.38,4.25,4.5,18-10-rata,gorj,5949,679,245,929,1623,922,1551,18-10-varsta,2018,10,201810
harghita,5622,1378,1390,972,1028,70,568,216,18-10-educatie,harghita,5622,2519,3103,1730,876,854,3892,1643,2249,18-10-medii,harghita,5622,2519,3103,1360,4262,4.17,4.37,4.02,18-10-rata,harghita,5622,1181,399,1200,1360,716,766,18-10-varsta,2018,10,201810
hunedoara,6268,623,487,1493,1913,116,1114,522,18-10-educatie,hunedoara,6268,3278,2990,4285,2328,1957,1983,950,1033,18-10-medii,hunedoara,6268,3278,2990,2955,3313,3.55,3.97,3.18,18-10-rata,hunedoara,6268,856,358,1046,1804,1326,878,18-10-varsta,2018,10,201810
ialomita,4988,446,1226,1664,750,50,785,67,18-10-educatie,ialomita,4988,2183,2805,1399,661,738,3589,1522,2067,18-10-medii,ialomita,4988,2183,2805,828,4160,5.27,5.06,5.45,18-10-rata,ialomita,4988,592,209,854,1376,898,1059,18-10-varsta,2018,10,201810
iasi,9468,735,1891,3264,915,72,2304,287,18-10-educatie,iasi,9468,4152,5316,1576,795,781,7892,3357,4535,18-10-medii,iasi,9468,4152,5316,944,8524,3.21,3.14,3.28,18-10-rata,iasi,9468,978,223,1422,2669,1825,2351,18-10-varsta,2018,10,201810
ilfov,1320,191,279,386,289,10,78,87,18-10-educatie,ilfov,1320,705,615,250,156,94,1070,549,521,18-10-medii,ilfov,1320,705,615,321,999,0.69,0.86,0.56,18-10-rata,ilfov,1320,471,57,208,260,142,182,18-10-varsta,2018,10,201810
maramures,6483,145,2707,1280,1176,106,704,365,18-10-educatie,maramures,6483,3189,3294,3253,1716,1537,3230,1473,1757,18-10-medii,maramures,6483,3189,3294,1359,5124,3.26,3.54,3.03,18-10-rata,maramures,6483,1130,369,1183,1764,1278,759,18-10-varsta,2018,10,201810
mehedinti,8150,0,1724,3959,1290,72,970,135,18-10-educatie,mehedinti,8150,3423,4727,1563,799,764,6587,2624,3963,18-10-medii,mehedinti,8150,3423,4727,1396,6754,7.82,7.21,8.34,18-10-rata,mehedinti,8150,594,297,1791,2738,1223,1507,18-10-varsta,2018,10,201810
mures,7033,1213,2469,1532,589,70,959,201,18-10-educatie,mures,7033,2798,4235,1216,639,577,5817,2159,3658,18-10-medii,mures,7033,2798,4235,1048,5985,3.0,2.77,3.17,18-10-rata,mures,7033,1075,566,1688,1816,919,969,18-10-varsta,2018,10,201810
neamt,9043,1072,1542,2876,1136,102,2060,255,18-10-educatie,neamt,9043,3805,5238,1481,743,738,7562,3062,4500,18-10-medii,neamt,9043,3805,5238,1431,7612,5.01,4.7,5.26,18-10-rata,neamt,9043,1035,412,1534,2626,1581,1855,18-10-varsta,2018,10,201810
olt,9443,2179,860,3105,1671,69,1421,138,18-10-educatie,olt,9443,3878,5565,1964,966,998,7479,2912,4567,18-10-medii,olt,9443,3878,5565,1201,8242,5.84,5.25,6.32,18-10-rata,olt,9443,1050,408,1499,2797,1674,2015,18-10-varsta,2018,10,201810
prahova,7944,421,2396,1718,1695,109,1139,466,18-10-educatie,prahova,7944,3921,4023,2580,1412,1168,5364,2509,2855,18-10-medii,prahova,7944,3921,4023,2467,5477,2.71,3.1,2.41,18-10-rata,prahova,7944,1163,344,1356,2204,1262,1615,18-10-varsta,2018,10,201810
salaj,4515,640,1388,1131,702,52,461,141,18-10-educatie,salaj,4515,1813,2702,858,432,426,3657,1381,2276,18-10-medii,salaj,4515,1813,2702,825,3690,4.39,3.92,4.77,18-10-rata,salaj,4515,800,330,906,1123,696,660,18-10-varsta,2018,10,201810
satumare,3857,511,1797,960,260,14,206,109,18-10-educatie,satumare,3857,1681,2176,737,363,374,3120,1318,1802,18-10-medii,satum,3857,1681,2176,410,3447,2.61,2.48,2.72,18-10-rata,satumare,3857,545,300,951,1053,498,510,18-10-varsta,2018,10,201810
sibiu,3569,581,960,836,511,40,392,249,18-10-educatie,sibiu,3569,1656,1913,1142,565,577,2427,1091,1336,18-10-medii,sibiu,3569,1656,1913,926,2643,1.81,1.89,1.74,18-10-rata,sibiu,3569,354,244,732,891,589,759,18-10-varsta,2018,10,201810
suceava,10770,759,1668,2917,2667,212,2133,414,18-10-educatie,suceava,10770,4912,5858,3038,1568,1470,7732,3344,4388,18-10-medii,suceava,10770,4912,5858,3031,7739,4.69,4.76,4.64,18-10-rata,suceava,10770,2428,671,1886,2743,1383,1659,18-10-varsta,2018,10,201810
teleorman,11894,514,1797,6184,2019,53,1196,131,18-10-educatie,teleorman,11894,4646,7248,2608,1196,1412,9286,3450,5836,18-10-medii,teleorman,11894,4646,7248,1435,10459,8.07,6.52,9.54,18-10-rata,teleorman,11894,1461,713,2301,3260,2056,2103,18-10-varsta,2018,10,201810
timis,2862,348,250,499,682,45,619,419,18-10-educatie,timis,2862,1558,1304,1437,824,613,1425,734,691,18-10-medii,timis,2862,1558,1304,1511,1351,0.82,1.0,0.67,18-10-rata,timis,2862,444,185,462,818,424,529,18-10-varsta,2018,10,201810
tulcea,2631,0,602,1276,456,0,263,34,18-10-educatie,tulcea,2631,1211,1420,739,413,326,1892,798,1094,18-10-medii,tulcea,2631,1211,1420,656,1975,3.11,3.07,3.16,18-10-rata,tulcea,2631,463,241,483,589,490,365,18-10-varsta,2018,10,201810
valcea,4655,114,468,1156,1585,108,863,361,18-10-educatie,valcea,4655,2380,2275,1684,923,761,2971,1457,1514,18-10-medii,valcea,4655,2380,2275,1663,2992,2.91,3.42,2.51,18-10-rata,valcea,4655,1109,263,757,1191,772,563,18-10-varsta,2018,10,201810
vaslui,11209,468,2167,4126,1173,70,3096,109,18-10-educatie,vaslui,11209,4492,6717,1364,701,663,9845,3791,6054,18-10-medii,vaslui,11209,4492,6717,876,10333,8.15,6.88,9.29,18-10-rata,vaslui,11209,938,367,1946,3781,1987,2190,18-10-varsta,2018,10,201810
vrancea,5861,624,1501,1812,1084,73,607,160,18-10-educatie,vrancea,5861,2481,3380,1209,578,631,4652,1903,2749,18-10-medii,vrancea,5861,2481,3380,799,5062,4.27,3.85,4.64,18-10-rata,vrancea,5861,859,286,950,1512,990,1264,18-10-varsta,2018,10,201810
alba,5666,690,770,1583,1340,58,908,317,18-11-educatie,alba,5666,2576,3090,2058,1051,1007,3608,1525,2083,18-11-medii,alba,5666,2576,3090,1722,3944,3.37,3.37,3.37,18-11-rata,alba,5666,884,343,1055,1487,920,977,18-11-varsta,2018,11,201811
arad,2914,447,936,592,361,31,377,170,18-11-educatie,arad,2914,1451,1463,979,535,444,1935,916,1019,18-11-medii,arad,2914,1451,1463,819,2095,1.37,1.55,1.22,18-11-rata,arad,2914,314,119,435,780,530,736,18-11-varsta,2018,11,201811
arges,8199,809,2079,2621,1152,79,1115,344,18-11-educatie,arges,8199,3705,4494,1198,673,525,7001,3032,3969,18-11-medii,arges,8199,3705,4494,1698,6501,3.15,3.07,3.23,18-11-rata,arges,8199,1007,459,1618,2288,1397,1430,18-11-varsta,2018,11,201811
bacau,12639,2411,826,4107,3643,85,1254,313,18-11-educatie,bacau,12639,5169,7470,2714,1220,1494,9925,3949,5976,18-11-medii,bacau,12639,5169,7470,1832,10807,5.97,5.67,6.2,18-11-rata,bacau,12639,1806,1818,2835,2561,2015,1604,18-11-varsta,2018,11,201811
bihor,4346,1196,876,561,795,79,443,396,18-11-educatie,bihor,4346,2201,2145,1204,719,485,3142,1482,1660,18-11-medii,bihor,4346,2201,2145,1388,2958,1.63,1.8,1.48,18-11-rata,bihor,4346,617,278,854,1153,791,653,18-11-varsta,2018,11,201811
bistrita,3768,218,380,1224,984,80,673,209,18-11-educatie,bistrita,3768,1984,1784,1149,705,444,2619,1279,1340,18-11-medii,bistrita,3768,1984,1784,1645,2123,2.87,3.46,2.41,18-11-rata,bistrita,3768,544,224,714,996,671,619,18-11-varsta,2018,11,201811
botosani,4052,167,1249,1147,609,89,680,111,18-11-educatie,botosani,4052,1759,2293,1322,629,693,2730,1130,1600,18-11-medii,botosani,4052,1759,2293,785,3267,2.97,2.74,3.16,18-11-rata,botosani,4052,474,164,615,1234,673,892,18-11-varsta,2018,11,201811
braila,4661,630,1201,1673,458,47,495,157,18-11-educatie,braila,4661,1924,2737,1186,542,644,3475,1382,2093,18-11-medii,braila,4661,1924,2737,657,4004,3.71,3.41,3.96,18-11-rata,braila,4661,582,221,813,1382,600,1063,18-11-varsta,2018,11,201811
brasov,5820,1450,1320,1505,604,42,634,265,18-11-educatie,brasov,5820,2683,3137,1593,859,734,4227,1824,2403,18-11-medii,brasov,5820,2683,3137,874,4946,2.23,2.43,2.07,18-11-rata,brasov,5820,830,449,1300,1406,883,952,18-11-varsta,2018,11,201811
bucuresti,15776,31,138,2690,5232,301,2832,4552,18-11-educatie,buc,15776,8529,7247,15776,8529,7247,0,0,0,18-11-medii,buc,15776,8529,7247,2027,13749,1.32,1.45,1.19,18-11-rata,buc,15776,285,1560,3881,4611,2753,2686,18-11-varsta,2018,11,201811
buzau,12322,2374,2577,3964,1219,81,1987,120,18-11-educatie,buzau,12322,4983,7339,2117,1038,1079,10205,3945,6260,18-11-medii,buzau,12322,4983,7339,1403,10919,7.12,6.3,7.81,18-11-rata,buzau,12322,1251,537,2127,3674,2044,2689,18-11-varsta,2018,11,201811
calarasi,3848,476,1011,1196,593,36,456,80,18-11-educatie,calarasi,3848,1824,2024,887,451,436,2961,1373,1588,18-11-medii,calarasi,3848,1824,2024,539,3309,4.23,4.28,4.18,18-11-rata,calarasi,3848,510,174,781,1010,603,770,18-11-varsta,2018,11,201811
caras,3523,505,382,762,1046,70,551,207,18-11-educatie,caras,3523,1563,1960,1438,662,776,2085,901,1184,18-11-medii,caras,3523,1563,1960,1331,2192,3.22,3.2,3.23,18-11-rata,caras,3523,453,180,611,985,620,674,18-11-varsta,2018,11,201811
cluj,4794,902,381,1201,1004,101,768,437,18-11-educatie,cluj,4794,2456,2338,2079,1271,808,2715,1185,1530,18-11-medii,cluj,4794,2456,2338,1601,3193,1.31,1.53,1.14,18-11-rata,cluj,4794,615,314,805,1261,913,886,18-11-varsta,2018,11,201811
constanta,7660,1103,966,1941,1664,84,1460,442,18-11-educatie,constanta,7660,4726,2934,3991,2767,1224,3669,1959,1710,18-11-medii,constanta,7660,4726,2934,3528,4132,2.61,3.77,1.75,18-11-rata,constanta,7660,665,301,1382,2206,1526,1580,18-11-varsta,2018,11,201811
covasna,3093,584,1150,571,434,27,264,63,18-11-educatie,covasna,3093,1401,1692,885,407,478,2208,994,1214,18-11-medii,covasna,3093,1401,1692,454,2639,3.6,3.53,3.65,18-11-rata,covasna,3093,815,205,628,694,324,427,18-11-varsta,2018,11,201811
dambovita,8456,949,1679,2248,2179,80,1070,251,18-11-educatie,dambovita,8456,3984,4472,1323,704,619,7133,3280,3853,18-11-medii,dambovita,8456,3984,4472,1120,7336,4.42,4.98,4.01,18-11-rata,dambovita,8456,1957,402,1240,1946,1323,1588,18-11-varsta,2018,11,201811
dolj,19561,885,6489,5484,3464,128,2739,372,18-11-educatie,dolj,19561,8050,11511,2907,1511,1396,16654,6539,10115,18-11-medii,dolj,19561,8050,11511,2310,17251,7.36,6.8,7.81,18-11-rata,dolj,19561,1959,1098,3587,5766,3381,3770,18-11-varsta,2018,11,201811
galati,12663,1474,2375,4777,1841,74,1791,331,18-11-educatie,galati,12663,5603,7060,2578,1466,1112,10085,4137,5948,18-11-medii,galati,12663,5603,7060,1422,11241,6.59,6.52,6.64,18-11-rata,galati,12663,1958,420,1818,3654,2182,2631,18-11-varsta,2018,11,201811
giurgiu,2091,296,342,655,536,34,154,74,18-11-educatie,giurgiu,2091,1152,939,584,363,221,1507,789,718,18-11-medii,giurgiu,2091,1152,939,431,1660,2.55,3.08,2.11,18-11-rata,giurgiu,2091,441,92,290,472,355,441,18-11-varsta,2018,11,201811
gorj,5952,446,367,1732,1507,178,1389,333,18-11-educatie,gorj,5952,2726,3226,1846,993,853,4106,1733,2373,18-11-medii,gorj,5952,2726,3226,1967,3985,4.38,4.26,4.49,18-11-rata,gorj,5952,681,253,931,1610,945,1532,18-11-varsta,2018,11,201811
harghita,5575,1335,1368,969,1023,68,569,243,18-11-educatie,harghita,5575,2519,3056,1754,890,864,3821,1629,2192,18-11-medii,harghita,5575,2519,3056,1411,4164,4.13,4.37,3.96,18-11-rata,harghita,5575,1108,390,1215,1345,738,779,18-11-varsta,2018,11,201811
hunedoara,6046,629,480,1483,1787,94,1094,479,18-11-educatie,hunedoara,6046,3198,2848,4148,2244,1904,1898,954,944,18-11-medii,hunedoara,6046,3198,2848,2818,3228,3.43,3.87,3.03,18-11-rata,hunedoara,6046,782,358,998,1713,1317,878,18-11-varsta,2018,11,201811
ialomita,5063,449,1207,1704,664,49,940,50,18-11-educatie,ialomita,5063,2175,2888,1556,708,848,3507,1467,2040,18-11-medii,ialomita,5063,2175,2888,929,4134,5.35,5.05,5.61,18-11-rata,ialomita,5063,578,209,844,1424,917,1091,18-11-varsta,2018,11,201811
iasi,9323,715,1843,3199,917,72,2289,288,18-11-educatie,iasi,9323,4131,5192,1544,808,736,7779,3323,4456,18-11-medii,iasi,9323,4131,5192,966,8357,3.16,3.12,3.2,18-11-rata,iasi,9323,1005,214,1380,2602,1791,2331,18-11-varsta,2018,11,201811
ilfov,1295,180,287,367,292,11,76,82,18-11-educatie,ilfov,1295,699,596,244,153,91,1051,546,505,18-11-medii,ilfov,1295,699,596,317,978,0.67,0.85,0.54,18-11-rata,ilfov,1295,465,54,204,271,134,167,18-11-varsta,2018,11,201811
maramures,6448,140,2856,1184,1132,100,710,326,18-11-educatie,maramures,6448,3210,3238,3226,1734,1492,3222,1476,1746,18-11-medii,maramures,6448,3210,3238,1352,5096,3.24,3.56,2.98,18-11-rata,maramures,6448,1180,503,1171,1684,1205,705,18-11-varsta,2018,11,201811
mehedinti,8044,0,1725,3874,1300,76,942,127,18-11-educatie,mehedinti,8044,3441,4603,1553,803,750,6491,2638,3853,18-11-medii,mehedinti,8044,3441,4603,1414,6630,7.72,7.24,8.12,18-11-rata,mehedinti,8044,582,280,1787,2719,1194,1482,18-11-varsta,2018,11,201811
mures,7079,1220,2541,1602,605,73,850,188,18-11-educatie,mures,7079,2851,4228,1222,643,579,5857,2208,3649,18-11-medii,mures,7079,2851,4228,1087,5992,3.01,2.82,3.16,18-11-rata,mures,7079,1111,572,1672,1808,960,956,18-11-varsta,2018,11,201811
neamt,8146,988,1306,2533,949,96,2054,220,18-11-educatie,neamt,8146,3494,4652,1373,714,659,6773,2780,3993,18-11-medii,neamt,8146,3494,4652,1522,6624,4.51,4.32,4.67,18-11-rata,neamt,8146,939,390,1363,2356,1460,1638,18-11-varsta,2018,11,201811
olt,10079,2328,888,3349,1054,97,2310,53,18-11-educatie,olt,10079,4182,5897,2082,1052,1030,7997,3130,4867,18-11-medii,olt,10079,4182,5897,1347,8732,6.23,5.67,6.7,18-11-rata,olt,10079,1091,423,1619,2997,1791,2158,18-11-varsta,2018,11,201811
prahova,7642,418,2231,1703,1646,106,1108,430,18-11-educatie,prahova,7642,3792,3850,2455,1355,1100,5187,2437,2750,18-11-medii,prahova,7642,3792,3850,2444,5198,2.6,3.0,2.3,18-11-rata,prahova,7642,1080,340,1305,2126,1206,1585,18-11-varsta,2018,11,201811
salaj,4575,640,1457,1112,635,65,513,153,18-11-educatie,salaj,4575,1862,2713,850,439,411,3725,1423,2302,18-11-medii,salaj,4575,1862,2713,815,3760,4.45,4.03,4.79,18-11-rata,salaj,4575,738,371,930,1130,724,682,18-11-varsta,2018,11,201811
satumare,3813,494,1762,966,268,15,217,91,18-11-educatie,satumare,3813,1691,2122,752,375,377,3061,1316,1745,18-11-medii,satum,3813,1691,2122,446,3367,2.58,2.5,2.65,18-11-rata,satumare,3813,531,283,944,1052,499,504,18-11-varsta,2018,11,201811
sibiu,3525,560,991,803,463,46,451,211,18-11-educatie,sibiu,3525,1636,1889,1110,560,550,2415,1076,1339,18-11-medii,sibiu,3525,1636,1889,932,2593,1.79,1.87,1.72,18-11-rata,sibiu,3525,367,236,707,906,586,723,18-11-varsta,2018,11,201811
suceava,11915,721,2507,3243,2668,170,2254,352,18-11-educatie,suceava,11915,5376,6539,3280,1658,1622,8635,3718,4917,18-11-medii,suceava,11915,5376,6539,3094,8821,5.19,5.21,5.18,18-11-rata,suceava,11915,2662,745,2132,2994,1485,1897,18-11-varsta,2018,11,201811
teleorman,11644,453,1820,6116,1793,70,1299,93,18-11-educatie,teleorman,11644,4581,7063,2553,1171,1382,9091,3410,5681,18-11-medii,teleorman,11644,4581,7063,1445,10199,7.9,6.42,9.29,18-11-rata,teleorman,11644,1362,690,2292,3205,2067,2028,18-11-varsta,2018,11,201811
timis,2767,459,265,489,558,45,519,432,18-11-educatie,timis,2767,1471,1296,1244,718,526,1523,753,770,18-11-medii,timis,2767,1471,1296,1387,1380,0.79,0.94,0.67,18-11-rata,timis,2767,335,184,459,789,418,582,18-11-varsta,2018,11,201811
tulcea,2801,0,577,1410,340,0,450,24,18-11-educatie,tulcea,2801,1283,1518,786,446,340,2015,837,1178,18-11-medii,tulcea,2801,1283,1518,780,2021,3.31,3.25,3.37,18-11-rata,tulcea,2801,406,255,457,674,520,489,18-11-varsta,2018,11,201811
valcea,5008,155,630,1342,1386,135,1064,296,18-11-educatie,valcea,5008,2503,2505,1718,938,780,3290,1565,1725,18-11-medii,valcea,5008,2503,2505,1640,3368,3.13,3.6,2.77,18-11-rata,valcea,5008,838,253,849,1348,927,793,18-11-varsta,2018,11,201811
vaslui,11242,448,2173,4173,930,73,3354,91,18-11-educatie,vaslui,11242,4480,6762,1390,682,708,9852,3798,6054,18-11-medii,vaslui,11242,4480,6762,981,10261,8.17,6.86,9.35,18-11-rata,vaslui,11242,865,363,1957,3851,2041,2165,18-11-varsta,2018,11,201811
vrancea,5742,563,1496,1783,970,81,700,149,18-11-educatie,vrancea,5742,2436,3306,1192,577,615,4550,1859,2691,18-11-medii,vrancea,5742,2436,3306,816,4926,4.18,3.78,4.53,18-11-rata,vrancea,5742,816,293,928,1494,980,1231,18-11-varsta,2018,11,201811
alba,5657,678,732,1577,1358,57,944,311,18-12-educatie,alba,5657,2535,3122,2062,1044,1018,3595,1491,2104,18-12-medii,alba,5657,2535,3122,1825,3832,3.36,3.31,3.4,18-12-rata,alba,5657,881,341,1008,1509,966,952,18-12-varsta,2018,12,201812
arad,2901,424,926,107,292,238,740,174,18-12-educatie,arad,2901,1446,1455,993,540,453,1908,906,1002,18-12-medii,arad,2901,1446,1455,849,2052,1.36,1.54,1.22,18-12-rata,arad,2901,311,112,431,779,547,721,18-12-varsta,2018,12,201812
arges,8357,813,2127,2687,1153,78,1173,326,18-12-educatie,arges,8357,3725,4632,1237,663,574,7120,3062,4058,18-12-medii,arges,8357,3725,4632,1864,6493,3.21,3.09,3.33,18-12-rata,arges,8357,985,454,1660,2326,1466,1466,18-12-varsta,2018,12,201812
bacau,12638,2430,757,4106,3662,94,1270,319,18-12-educatie,bacau,12638,5107,7531,2713,1204,1509,9925,3903,6022,18-12-medii,bacau,12638,5107,7531,1949,10689,5.97,5.6,6.25,18-12-rata,bacau,12638,1561,2035,2835,2561,2015,1631,18-12-varsta,2018,12,201812
bihor,4074,1031,796,439,658,206,571,373,18-12-educatie,bihor,4074,2061,2013,1096,641,455,2978,1420,1558,18-12-medii,bihor,4074,2061,2013,1519,2555,1.53,1.69,1.39,18-12-rata,bihor,4074,522,242,805,1120,739,646,18-12-varsta,2018,12,201812
bistrita,3996,263,347,965,906,273,1027,215,18-12-educatie,bistrita,3996,2049,1947,1242,767,475,2754,1282,1472,18-12-medii,bistrita,3996,2049,1947,1909,2087,3.04,3.58,2.63,18-12-rata,bistrita,3996,530,239,770,1064,737,656,18-12-varsta,2018,12,201812
botosani,4206,193,1232,1005,609,113,958,96,18-12-educatie,botosani,4206,1696,2510,1351,596,755,2855,1100,1755,18-12-medii,botosani,4206,1696,2510,1017,3189,3.08,2.65,3.46,18-12-rata,botosani,4206,442,163,639,1282,718,962,18-12-varsta,2018,12,201812
braila,4903,653,1250,1774,451,61,559,155,18-12-educatie,braila,4903,1975,2928,1234,568,666,3669,1407,2262,18-12-medii,braila,4903,1975,2928,807,4096,3.9,3.5,4.23,18-12-rata,braila,4903,565,237,849,1513,652,1087,18-12-varsta,2018,12,201812
brasov,5729,1197,1490,1643,567,46,483,303,18-12-educatie,brasov,5729,2599,3130,1561,831,730,4168,1768,2400,18-12-medii,brasov,5729,2599,3130,952,4777,2.19,2.36,2.07,18-12-rata,brasov,5729,778,431,1259,1399,896,966,18-12-varsta,2018,12,201812
bucuresti,15710,33,139,2683,5215,289,2811,4540,18-12-educatie,buc,15710,8477,7233,15710,8477,7233,0,0,0,18-12-medii,buc,15710,8477,7233,1998,13712,1.31,1.44,1.19,18-12-rata,buc,15710,289,1536,3930,4565,2772,2618,18-12-varsta,2018,12,201812
buzau,12474,2399,2615,4097,1344,79,1816,124,18-12-educatie,buzau,12474,4943,7531,2116,1012,1104,10358,3931,6427,18-12-medii,buzau,12474,4943,7531,1531,10943,7.21,6.25,8.01,18-12-rata,buzau,12474,1122,544,2185,3760,2097,2766,18-12-varsta,2018,12,201812
calarasi,3799,440,1000,432,539,160,1152,76,18-12-educatie,calarasi,3799,1741,2058,838,401,437,2961,1340,1621,18-12-medii,calarasi,3799,1741,2058,629,3170,4.17,4.09,4.25,18-12-rata,calarasi,3799,483,168,749,1013,616,770,18-12-varsta,2018,12,201812
caras,3537,539,376,358,970,213,886,195,18-12-educatie,caras,3537,1570,1967,1433,659,774,2104,911,1193,18-12-medii,caras,3537,1570,1967,1352,2185,3.23,3.22,3.25,18-12-rata,caras,3537,421,180,612,996,639,689,18-12-varsta,2018,12,201812
cluj,4720,888,716,1076,831,104,675,430,18-12-educatie,cluj,4720,2391,2329,2027,1233,794,2693,1158,1535,18-12-medii,cluj,4720,2391,2329,1347,3373,1.29,1.49,1.13,18-12-rata,cluj,4720,547,309,947,1269,810,838,18-12-varsta,2018,12,201812
